user,timestamp,tweet,lat,lon
@TaniaGa58752568,Tue Apr 15 14:22:22 +0000 2014,"""@JennyDiaz_3: Algn da sabrs el dao que me hiciste y entenders mi ignorancia.""",37.9992541,-1.0972366000000002
@Jotaa97,Tue Apr 15 14:22:43 +0000 2014,"""@Criticoh_: ""Me he pintado el brazo con un rotulador""  Juan, 12 aos, se ha rallao.""JAJAJAJA ",38.0010285,-1.1541591999999998
@FitnessBodyMur,Tue Apr 15 14:22:43 +0000 2014,Jordan @Jumpman23  @MOTIVACI0N @MOTIVA8FITNESS @THELORDOFTHEGYM @MotivacionSL @MotivadorChile @MOTIVACI0N @motiva http://t.co/WBv6nzsaSM,37.991282,-1.1147565000000002
@Jesu345,Tue Apr 15 14:22:52 +0000 2014,@andreeaajuu ya lo zee pero como no comas te doy...,,
@pretu35,Tue Apr 15 14:22:54 +0000 2014,Todos tenemos alguien que nos espa y que no deja de pensar en nosotros hay veces que coincidimos pero no lo sabemos por cobardes...,38.0459297,-1.2006789
@Elenaaa_4,Tue Apr 15 14:23:12 +0000 2014,No hay ni un alma por la calle a estas horas...,38.0574061,-1.2015617
@Maria_Mtnez_C,Tue Apr 15 14:23:22 +0000 2014,"Puyol: ""Dudar de Leo Messi me parece brutal""",37.8395166,-1.02474
@Luiseduardo4,Tue Apr 15 14:24:02 +0000 2014,"Zorro, Shrek 2 and Beyond, Spy Kids, Desperado, is there anything Antonio Banderas Can't do?",,
@AlbaLison18,Tue Apr 15 14:24:06 +0000 2014,Los tos solo saben hacer dao... no otra cosa!,38.070749799999994,-1.2163766000000003
@pretu35,Tue Apr 15 14:24:08 +0000 2014,Y mi cabeza imagina la escena perfecta...,38.0456698,-1.2005438999999998
@MartaAnnie,Tue Apr 15 14:24:12 +0000 2014,"@AdolfoLN91 o de que le golpeen, mejor dicho.",37.98928821,-1.14305028
@lorenafam95,Tue Apr 15 14:24:32 +0000 2014,@MarianoSpain  habl.....  no te dejas ver!!,37.9229184,-1.2096978
@Beagbelmonte,Tue Apr 15 14:24:39 +0000 2014,"""@MeryGarciaC: A dormir la siesta con la prima @Beagbelmonte  http://t.co/WaP9QZo19i""",38.0545832,-1.2121699
@Sensahion,Tue Apr 15 14:25:06 +0000 2014,Hola @ManolitoMocasin Ya esta listo tu presupuesto de fotografa de producto! Cualquier consulta llamanos al 91 54 78 50 Saludos!,,
@ikaiku6,Tue Apr 15 14:25:22 +0000 2014,@feybrea23 pero se me quiere jajajaja,37.9798465,-1.1644317
@LauuraLoves,Tue Apr 15 14:25:52 +0000 2014,"Bendita ignorancia la mia, a veces la mejor manera de conseguir la felicidad.",37.9602845,-1.2289132999999999
@Jesu345,Tue Apr 15 14:25:52 +0000 2014,@andreeaajuu A mi me importa mucho..No digas eso o shoro,,
@pedrojose06,Tue Apr 15 14:25:58 +0000 2014,Con mi madrina y viendo a la enana esta @andreaPh8 :),37.99496889,-1.13024483
@mariabernabeuu,Tue Apr 15 14:26:00 +0000 2014,@CristinaSaanz jajajajjajajaj me amaass,38.0123861,-1.1514597
@Nreittalalocca,Tue Apr 15 14:26:01 +0000 2014,"Que los labios que no se besan,no regresan.",,
@viterry_,Tue Apr 15 14:26:14 +0000 2014,"@DaniiZap vente de compras,y buscamos unos pantalones que no te esten cortos;)",37.9435744,-1.1297837
@AnaHergo,Tue Apr 15 14:26:42 +0000 2014,Saber que has llegado al ranero por el olor a porro,37.9950663,-1.1394935
@GhOsTheHuGKiLl,Tue Apr 15 14:27:12 +0000 2014,@NestorVFC a ver cuando te quitan los enchufes.,,
@MartaAnnie,Tue Apr 15 14:27:25 +0000 2014,"@AdolfoLN91 as, sin segundas ni nada no? Jajaja",37.98923655,-1.14308041
@beatrizGC4,Tue Apr 15 14:27:48 +0000 2014,@AndCa95 ya voy churri estoy fregando jaja,37.8182832,-1.0773611
@maria_1772,Tue Apr 15 14:28:20 +0000 2014,Desaburrirmeeeeee,37.963960799999995,-1.0836205
@RocioCooper,Tue Apr 15 14:28:22 +0000 2014,Dead fingers un muy veins.,37.9941343,-1.1243186
@LauraGarciiaLop,Tue Apr 15 14:28:23 +0000 2014,Guapisima :))  tuuuu http://t.co/ONGIAj8mHz,,
@ElenaCaantero,Tue Apr 15 14:28:36 +0000 2014,Mi madre y su ternura mi padre y su sacrificio,38.0740141,-1.2450358999999998
@Fededearce,Tue Apr 15 14:28:55 +0000 2014,Esta siesta ha sido espectacular,38.0533585,-1.2137815
@Ana_franco98,Tue Apr 15 14:29:01 +0000 2014,"""@Lauritta_way: Sabes lo que pasa? Que puedo hacerte feliz con la ropa puesta, y eso te acojona.""",38.0140643,-1.1121205
@bdBrown_,Tue Apr 15 14:29:07 +0000 2014,Jajajajajajajjaa los pajitos estos llamandome por tlf @Samuel_2OO &amp; @EricE2456 &lt;3,,
@Jesu345,Tue Apr 15 14:29:12 +0000 2014,"@andreeaajuu Hazlo por m, y si no te curas voy yo y te cuido",,
@maralopez16_,Tue Apr 15 14:29:15 +0000 2014,a ver si consigo dormir un poco,37.9949925,-1.1249765
@Maria_Mtnez_C,Tue Apr 15 14:29:23 +0000 2014,"Johan Cruyff, considera ""un disparate"" que se critique a Leo Messi. Segn sus declaraciones, sigue siendo el mejor del Bara con diferencia",37.8395166,-1.02474
@IrenelovBiieber,Tue Apr 15 14:29:23 +0000 2014,"@Harry_Styles I'm sorry man, I'll call you later xx http://t.co/sJNP30S16h",37.999996100000004,-1.1472468999999998
@Luiseduardo4,Tue Apr 15 14:29:24 +0000 2014,El Real Madrid es #labestiablanca del @FCBayernES http://t.co/89AzbhT5Hy @sport Comprrsela hijos de puta.,,
@MissOportunity,Tue Apr 15 14:29:31 +0000 2014,Estoy tuitcasada con @BarrenoWTF .,37.9768075,-1.1207809
@Yaiza_Riquelme,Tue Apr 15 14:29:50 +0000 2014, http://t.co/LA61NFpyAa,37.9870569,-1.1324488000000001
@fisio_ncm,Tue Apr 15 14:29:54 +0000 2014,"Cefaleas (dolores de cabeza), migraas, vrtigos tratamiento muy efectivo! #OsteopatiaMurcia Pensando en su salud http://t.co/lLwk5IEDkT",,
@Sergio_AC14,Tue Apr 15 14:29:55 +0000 2014,Que a la hora de la verdad nunca hay nadie,37.98408010000001,-1.1167375
@pretu35,Tue Apr 15 14:30:04 +0000 2014,"Wisin - Adrenalina ft. Jennifer Lopez, Ricky Mart: http://t.co/8Bdc89Uz0v dame marchita mami",38.0457976,-1.2006236000000001
@martukgz,Tue Apr 15 14:30:13 +0000 2014,"@GelelesRos muchisisisismaa gracias cielo, tienes toda la razn del mundo, un besoo",37.99050816,-1.09802483
@inesmunoz8,Tue Apr 15 14:30:14 +0000 2014,"@donfran90 Yaaay, gracias! :D",,
@SrMiura,Tue Apr 15 14:30:33 +0000 2014,https://t.co/VWtUw6Uu4J mami contigo hasta apago el movil,,
@IrenelovBiieber,Tue Apr 15 14:30:38 +0000 2014,"@LorenaJBforever ""achaaaaaa"" ejem cani detectada JAJAJAJAJAJA",37.999976399999994,-1.147231
@Pedro_540,Tue Apr 15 14:30:43 +0000 2014,@Angy_2x y yo muchsimo mas,,
@moi6_oviedo,Tue Apr 15 14:30:49 +0000 2014,Pues me voy a duchar para ir fresquito!!! :),38.0103047,-1.1040037
@KayleighSpowart,Tue Apr 15 14:30:54 +0000 2014,Omg no one understands how much passion a put inty singing the 1975 sex like a love it so so so much,37.8722214,-1.08219062
@Jesu345,Tue Apr 15 14:31:03 +0000 2014,"@andreeaajuu No pienses as y no seas tonta, que te vas a curar yes o yes..",,
@PabloHidalgo27,Tue Apr 15 14:31:18 +0000 2014,"""Mi abuela dijo nunca pares, nunca par""",38.038843799999995,-1.0746765
@RiitaLaCantaora,Tue Apr 15 14:31:35 +0000 2014,FELICIDADES @BelenPallaresF http://t.co/gUKRZbt5Dd,38.0237447,-1.0310385
@ayoubfreshparty,Tue Apr 15 14:32:04 +0000 2014,Falta un poquito de playa,38.0604929,-1.2162187
@fisio_ncm,Tue Apr 15 14:32:07 +0000 2014,"Cefaleas (dolores de cabeza), migraas, vrtigos tratamiento muy efectivo! #FisioMurcia Pensando en su salud http://t.co/lLwk5IEDkT",,
@69Rikifriki,Tue Apr 15 14:32:09 +0000 2014,Ponte de Espalda... Ptynce Ft Franco El Gorila (Original) 2014,37.97821029999999,-1.0679726
@SanchezAaron7,Tue Apr 15 14:32:17 +0000 2014,Con @AlexMuelas_10 esperando a @chanfli1,38.0233927,-1.121259
@aranchuubarba,Tue Apr 15 14:32:25 +0000 2014,"@nurikag @clarinete__ Mas que amigas,  hermanas. G3 http://t.co/2jne0RiCby",38.009609499999996,-1.0897126
@bdBrown_,Tue Apr 15 14:32:31 +0000 2014,@Samuel_2OO @EricE2456 AJAJAJAJAJAJAJAJAJ OSAMO PRINCIPES&lt;3 jajaja,,
@_Angeluski,Tue Apr 15 14:32:33 +0000 2014,Se me ha olvidado la contrasea de instagram ,37.9765182,-1.1322183000000001
@Joseda9,Tue Apr 15 14:32:34 +0000 2014,En el solecico #Agusto,37.9968164,-1.1347341999999998
@_Angeluski,Tue Apr 15 14:32:39 +0000 2014,Otra vez,37.9765182,-1.1322183000000001
@Luiseduardo4,Tue Apr 15 14:33:06 +0000 2014,TENEMOS RESERVADO EL DERECHO DE ADMISIN,,
@vicccllt18,Tue Apr 15 14:33:49 +0000 2014,"""Podrn cortar todas las flores, que llegar la primavera aunque le toquen los cojones"" @ mai jaus http://t.co/OeGzwZvOgm",38.032525899999996,-1.1377642
@Nreittalalocca,Tue Apr 15 14:33:56 +0000 2014,"sent mil veces como mi corazn me estallaba en la mano,no entiendes que tanto dolor dentro no cabe?",,
@Jesu345,Tue Apr 15 14:34:06 +0000 2014,@andreeaajuu si yo te cuido no cuesta nada...Bueno adios ,,
@MissOportunity,Tue Apr 15 14:34:09 +0000 2014,He muerto de amor.,37.9767932,-1.1207953000000002
@LuciaHerJim,Tue Apr 15 14:34:21 +0000 2014,@cesarealcione y yo hemos comido como marqueses gracias al titi @lajarin5. Te amamos. Besos lascivos. ,37.974643799999996,-1.0928699
@mininekoshia,Tue Apr 15 14:34:29 +0000 2014,"- Lo siento, pero no eres mi tipo. - Quin es tu tipo? - Galletitas .   Ted",38.001695299999994,-1.0957866000000003
@MissOportunity,Tue Apr 15 14:34:42 +0000 2014,'Pocas personas me han demostrado que me queran tanto como t a m'.,37.9767932,-1.1207953000000002
@JuAn_K_10,Tue Apr 15 14:34:43 +0000 2014,;) @ Mi Casica http://t.co/U1ddwXcgcp,37.99308071,-1.10239212
@you_lorenita,Tue Apr 15 14:34:52 +0000 2014,Aqui con nico y alex esperando a ana maria,37.973473799999994,-1.0585276000000001
@Nreittalalocca,Tue Apr 15 14:35:01 +0000 2014,Se me est hiendo la pinza escuchando a Critika y Saik ahora eh..esto es serio..,,
@MissOportunity,Tue Apr 15 14:35:02 +0000 2014,'Y entonces supe que eras el definitivo'.,37.976791399999996,-1.1209049999999998
@Luiseduardo4,Tue Apr 15 14:35:17 +0000 2014,La risa es que esta maana me he matado una barbaridad para ahora ir a que me metan el puro,,
@vasteria_Redox,Tue Apr 15 14:35:27 +0000 2014,"Por muchos planes guapos que hayan, la cama siempre mola ms!!",38.09495702,-1.1850361
@lili5655,Tue Apr 15 14:35:31 +0000 2014,Jess es verdad k t gusto el beso :(:(:(:( http://t.co/FGlCEq1mNG,37.9972895,-1.0957666000000001
@mimatalala,Tue Apr 15 14:36:09 +0000 2014,https://t.co/dxQwr4djNp this video made me cry :'(  #Great love it so much &lt;3,,
@Samuellopez_27,Tue Apr 15 14:36:35 +0000 2014,Y encima jura por mi sobrino jajaja que pena das,37.9576335,-1.1528826
@alg_maram,Tue Apr 15 14:36:37 +0000 2014,#_         ,,
@Maria_Mtnez_C,Tue Apr 15 14:36:54 +0000 2014,"Pero si Leo ama al Bara,como pensis que no quiere dar lo mejor de s en stos momentos?VIVA MESSI Y VISCA EL BARA! http://t.co/S7SEz7Y00O",37.8395166,-1.02474
@daniel_sotoo,Tue Apr 15 14:37:13 +0000 2014,Hoy a entrenar si o si :D,,
@MateoRdaza,Tue Apr 15 14:37:16 +0000 2014,Tu puta madre.,,
@kikatyg,Tue Apr 15 14:37:17 +0000 2014,'De los buenos caramelos tiene mi tierra la fama y de mujeres bonitas toda la vega murciana' #versopopular #fiestasprimavera #Murcia,37.9824535,-1.1228593
@InesdelRioRuiz,Tue Apr 15 14:37:27 +0000 2014,Sabes q no voy quemada,37.993663399999996,-1.1188018
@SrMiura,Tue Apr 15 14:37:44 +0000 2014,Dale amor ....... bala perdida otra vez..........,,
@ayoubfreshparty,Tue Apr 15 14:38:03 +0000 2014,Una trade acompaado de #tegocalderon y un buen cafe,38.0604528,-1.2160806999999998
@Irene_PM_15,Tue Apr 15 14:38:09 +0000 2014,^^,37.954127,-1.0923103
@Cristinaa2001,Tue Apr 15 14:38:19 +0000 2014,"@AnaGarcia_01 Achoo, que gilipollas que eres... Jajajajajajajaaa",38.051373600000005,-1.081933
@PabloHidalgo27,Tue Apr 15 14:38:23 +0000 2014,Lo nico que no me gusta de montar en autobs es que a algunas personas deberan ensearles lo que es una puta ducha,38.018368599999995,-1.0765726
@mininekoshia,Tue Apr 15 14:38:54 +0000 2014,"La pregunta no es por qu tus amigos estan locos. La pregunta es,por qu tu te sientes cmodo con los que estan mal de la cabeza?",38.001662599999996,-1.0958079
@CristiSabater,Tue Apr 15 14:38:56 +0000 2014,Mi aburrimiento aumenta por segundos,38.0233239,-1.1279023000000001
@Aitor_pv,Tue Apr 15 14:38:56 +0000 2014,Se me ponen los pelos de punta...,,
@kidrauhlsrz,Tue Apr 15 14:39:17 +0000 2014,@brilhovcs com quem?,,
@bdBrown_,Tue Apr 15 14:39:31 +0000 2014,Hoy es el cumpleaos de mi padre.,,
@SandraaPina,Tue Apr 15 14:39:52 +0000 2014,No puedo vivir sin este enano!  http://t.co/eKxWaVM7gq,37.990730799999994,-1.1480742
@MissOportunity,Tue Apr 15 14:40:21 +0000 2014,"'Las canciones en francs, enamoran'.",37.9767766,-1.1208373
@69Rikifriki,Tue Apr 15 14:40:54 +0000 2014,"@Palmicapalmita @Enrique__94 jejeje no, el negro con ese equipo yae sobra, tu tienes que venirte y ayudarme ami jejejeje",37.985431899999995,-1.0630620000000002
@MolinadeSegura,Tue Apr 15 14:41:04 +0000 2014,"Confirmado! Hoy, en Informativo Hora14 de @SER_Murcia minuto 7:40 http://t.co/iatBQXQwSd nuestra @MariolaRobles sustituye a @EnriqueUjaldon",,
@Blanquitts,Tue Apr 15 14:41:04 +0000 2014,@Marth5_ noooo  cuando vengas otra vez ,38.0050278,-1.127528
@IrenelovBiieber,Tue Apr 15 14:41:09 +0000 2014,Outfit yesterday xx http://t.co/tmgmuDScxW,37.9999885,-1.1472084999999999
@sandro_mulic,Tue Apr 15 14:41:27 +0000 2014,Sus muertos que calor.,37.98397670000001,-1.1379933
@MissOportunity,Tue Apr 15 14:41:29 +0000 2014,"'Te imaginas? T y yo abrazados, mientras escuchamos nuestra cancin'.",37.976791999999996,-1.1208818
@SandraaPina,Tue Apr 15 14:41:33 +0000 2014,Con l todo es mejor!   #MeLoComoConPatatas  http://t.co/8V8X5R7s5J,37.99073320000001,-1.1479879
@Smiletheliffe,Tue Apr 15 14:41:33 +0000 2014,I'm at Peluqueria Dambell http://t.co/FnDSuUsBrq,38.0245908,-1.13254968
@Gemica_97,Tue Apr 15 14:41:44 +0000 2014,Aqu la tienes ;) @lukascruzmlg http://t.co/7o31jl7uH0,38.025476399999995,-1.021209
@martukgz,Tue Apr 15 14:42:09 +0000 2014,Esto ya empieza a ser gracioso ,37.99050572,-1.09794838
@AntonioRP27,Tue Apr 15 14:42:32 +0000 2014,A alguien le apetece salir esta tarde por el pueblo D:,37.94284682,-1.12801901
@daniel_sotoo,Tue Apr 15 14:42:33 +0000 2014,Los simpson :3,,
@69Rikifriki,Tue Apr 15 14:42:46 +0000 2014,Escucha con la tonteria pienso que ahi que empezar a limpiar la pisci ya que estpy deseando empezar el veranico... ;P,37.985431899999995,-1.0630620000000002
@kikatyg,Tue Apr 15 14:43:01 +0000 2014,'Novios que  a nuestra ciudad vens a las procesiones no olvidis que hay caramelos que endulzan los corazones' #FiestasdePrimavera #Murcia,37.9824376,-1.1228423
@LuiisConesa88,Tue Apr 15 14:43:59 +0000 2014,Las arrugas del corazn son las ms difciles de planchar.,37.996464700000004,-1.0970393
@Moha_Cr18,Tue Apr 15 14:44:33 +0000 2014,Aqu estamos en el peluquero con Omar :-),37.988339200000006,-1.1363642
@RastaLittle,Tue Apr 15 14:44:55 +0000 2014,Follame y no pares.,37.9443247,-1.1199994
@ElenaCaantero,Tue Apr 15 14:45:21 +0000 2014,Para dejar por escrito que no voy a abandonar.,38.0587003,-1.2177999
@laura_puche01,Tue Apr 15 14:45:30 +0000 2014,"""@JodidosKms: 'Ni una puta lgrima ms' dije, y aqu estoy otra vez.""",37.9764866,-1.1464348999999998
@MolinadeSegura,Tue Apr 15 14:45:31 +0000 2014,"#TuiteoYo @EduardoxMolinaS Si se marchan nuestras @vicpep910 y @MariolaRobles x lgica. Entran, @juanxcampotejar y padre de @Jesus_MR ?",,
@JadeThirlwallo,Tue Apr 15 14:45:44 +0000 2014,omg OVERDOSE WAS AMAZING  it was PERFECT from beginning to end.,,
@TitoPlaci,Tue Apr 15 14:46:13 +0000 2014,Esta noche estaremos firmando autgrafos en el lugar indicado por nuestro representante. #LaDeLosFutbolistas2.0,38.01214588,-1.15375363
@Abraham__Sanchz,Tue Apr 15 14:46:20 +0000 2014,@GomarizEva  que laxe de nombre que me maten jajajajajj,37.9859804,-1.2182309
@Fakyatomarxculo,Tue Apr 15 14:46:21 +0000 2014,"Final: http://t.co/9J3eCM3sfF  +Y sus ojos, donde estn?! -...donde el hubiera querido. (Sus ojos eran azules, ahora.... verdes).",37.9881277,-1.1338584999999999
@LuciaHerJim,Tue Apr 15 14:46:30 +0000 2014,Pateeeeeeeeeeetico.,37.974643,-1.0928693999999999
@MariaSnchez_,Tue Apr 15 14:47:02 +0000 2014,De compras con mi @CristinaPrtero para liberar tensiones y ahogar las penas jajaja,37.9897926,-1.1338
@mininekoshia,Tue Apr 15 14:47:02 +0000 2014,"Cuando yo vaya al otro mundo, el diablo tendr que hacer las maletas a toda prisa.:-)",38.001653499999996,-1.0958079
@Hinnataw,Tue Apr 15 14:47:20 +0000 2014,"Ser honesto no te puede dar muchos amigos,pero si los adecuados.",38.06398135,-1.21018888
@MateoRdaza,Tue Apr 15 14:47:54 +0000 2014,Wiskonsin.,,
@gadea1993,Tue Apr 15 14:48:04 +0000 2014,Hou es tarde de casa,37.9455716,-1.1029332
@meri_marin,Tue Apr 15 14:48:07 +0000 2014,Murcia y sus potentorros,37.98727057,-1.12883897
@ArquesCarmen69,Tue Apr 15 14:48:20 +0000 2014,@laau_016  no se maana a las 5 o a la hora de comer tu en cuanto llegues nos avisas :)) que no podemksperder el tiempo,37.940188899999995,-1.1451379
@Pedro_540,Tue Apr 15 14:49:12 +0000 2014,Pff..,37.9859581,-1.1385682
@LauritaOfiicial,Tue Apr 15 14:49:34 +0000 2014,http://t.co/zdfN8I958U,37.9577175,-1.079767
@DARaumi,Tue Apr 15 14:49:37 +0000 2014,Estn locos estos romanos...,37.9963484,-1.1402336000000002
@Kevinaga97,Tue Apr 15 14:49:38 +0000 2014,Uf por fin,37.974481299999994,-1.1316106000000001
@LuciaLeal12,Tue Apr 15 14:49:48 +0000 2014,Echandome unas risas mientras que veo #zapeando101 Me Encanta !! :),37.968720000000005,-1.1488631
@69Rikifriki,Tue Apr 15 14:49:49 +0000 2014,"@Enrique__94 @Palmicapalmita jeje eso es un filo, pero ahi que picar me dijo @agusmarihuaner0 en dos dias esta llenandose jeje",37.985431899999995,-1.0630620000000002
@AnaCastano_,Tue Apr 15 14:49:56 +0000 2014,Que disparate!! Como se pasan los hoteles para el finde del circuito de jerez. 500 por dos noches en un hostal! Estamos locos o q?,37.96935412,-1.12816071
@Kevinaga97,Tue Apr 15 14:50:04 +0000 2014,Ya estamos en el tren rumbo a Madrid,37.974481299999994,-1.1316106000000001
@JodidoRecuerd0,Tue Apr 15 14:50:04 +0000 2014,'La envidia te puede'.,37.9664652,-1.1189631000000002
@Chaari24,Tue Apr 15 14:50:25 +0000 2014,Despus de momentos magnficos quedan recuerdos inolvidables.,37.9671131,-1.1179801
@mariajo_cl2,Tue Apr 15 14:50:38 +0000 2014,Vamos,38.0497372,-1.2099561
@jojobv_98,Tue Apr 15 14:51:07 +0000 2014,no me puede gustar una piva que no est loca,37.9910347,-1.1329288
@josicko11,Tue Apr 15 14:51:16 +0000 2014,Pues nada,37.976353700000004,-1.1049122
@MarinaHndez,Tue Apr 15 14:51:46 +0000 2014,como el viento al mar,38.05093463,-1.21168859
@Nreittalalocca,Tue Apr 15 14:52:04 +0000 2014,Voy a hacer algo productivo seores,,
@LuiisConesa88,Tue Apr 15 14:52:12 +0000 2014,"- Quiero decirle que estoy enamorado de su hija, y no es por el dinero.  + De cul de las cuatro?  - Ah pues... de cualquiera.",37.9964654,-1.0970535
@NuRiAsAnChEz__,Tue Apr 15 14:52:19 +0000 2014,Por fin.....que aproveche!!!!!! (@ Villa Nuria) http://t.co/0rSvwuXpyd http://t.co/BOpnoP1RjL,38.00983101,-1.15929626
@Carmen_Pastor25,Tue Apr 15 14:52:20 +0000 2014,"""Las chicas fciles no son buenas, y las chicas buenas no son fciles.""",38.0488864,-1.2092601
@ayub_karim,Tue Apr 15 14:53:07 +0000 2014,En menos de 1hora cojo rumbo ha #madrid :)),38.0189975,-1.1605143999999998
@RocioCooper,Tue Apr 15 14:53:07 +0000 2014,Alguien sale?,37.9941343,-1.1243186
@LaudHB,Tue Apr 15 14:53:07 +0000 2014,"""Yo soy el hombre que susurraba a lo pavos reales"". Mi querido Pablito.",,
@dani_mellaman,Tue Apr 15 14:53:44 +0000 2014,U.u,38.0433893,-1.2092117
@MarquesMurrieta,Tue Apr 15 14:53:56 +0000 2014,@MBenzEspana @MutuaMadridOpen Comparte tus momentos de ocio con @MarqusMurrieta y @PazoBarrantes  #vinoparaganadores,,
@Luiseduardo4,Tue Apr 15 14:54:00 +0000 2014,Jodete Lola,,
@Bienvenida_21,Tue Apr 15 14:54:16 +0000 2014,@DiegoNumber_One que te pasa ?,37.99390913,-1.14266501
@hadjer_bila,Tue Apr 15 14:54:38 +0000 2014,@AVayen what,,
@AnaCastano_,Tue Apr 15 14:54:53 +0000 2014,Me estoy poniendo de mala leche!!! Jajajajajajajajaja ,37.96939333,-1.12823908
@Mondejar94,Tue Apr 15 14:55:14 +0000 2014,Si te invito a una copa...,38.0611861,-1.2113102
@josema_919,Tue Apr 15 14:55:47 +0000 2014,@Anglada_17 Vente pa mi casa y te doy,38.022843,-1.1294334
@_ene1997,Tue Apr 15 14:55:58 +0000 2014,@IreneSanchezSer no es mi cumpleaos,38.03669247,-1.03540415
@MANUBOMBERO1,Tue Apr 15 14:56:00 +0000 2014,@AntonioMtnez_99 que tu quedas hoy e quedas hoy yo si tu?,,
@Ciudaddeltrader,Tue Apr 15 14:56:38 +0000 2014,@alvaropaya Enhorabuena :-),,
@hadjer_bila,Tue Apr 15 14:56:47 +0000 2014,@xnashlyx i thing the first :) :),,
@mouradhadj3,Tue Apr 15 14:56:52 +0000 2014,SALU,,
@HijoDeAgandaur,Tue Apr 15 14:56:59 +0000 2014,-User vuelve xD-,,
@JaviGoomez10,Tue Apr 15 14:57:07 +0000 2014,,37.9774408,-1.0713055
@VaaleryTrejos,Tue Apr 15 14:57:14 +0000 2014,Me estoy cansando.,,
@Esperanzy97,Tue Apr 15 14:57:38 +0000 2014,Qu swajjj http://t.co/S2EE7vpPMU,38.006138,-1.0695152
@NuRiAsAnChEz__,Tue Apr 15 14:57:40 +0000 2014,@PazDiazAbogada que no hombre......mira antes la fotico de perfil y ya est. Eso solo le pasa a Juan!!!! Jaja @JGzlezz,38.0077652,-1.1296282
@kidrauhlsrz,Tue Apr 15 14:57:45 +0000 2014,@suckmeonebieber https://t.co/4T2DFKLh2F,,
@MolinadeSegura,Tue Apr 15 14:57:50 +0000 2014,RT @DeportesCopeMur : Hoy cerramos nuestro programa hablando de los 80 km. nocturnos Va Verde del Noroeste entre #MolinadeSegura y Caravaca,,
@juanmur3,Tue Apr 15 14:58:00 +0000 2014,"Que calor que hace, Dnde se ha metido la primavera en Murcia? Se me ha pasado volando......",37.97963,-1.12911
@josema_919,Tue Apr 15 14:58:07 +0000 2014,"@Anglada_17 Si, ven",38.0228121,-1.1295707
@Gemica_97,Tue Apr 15 14:58:14 +0000 2014,. http://t.co/AXFZ5qHN87,38.0290293,-1.0263712
@cristianruizfen,Tue Apr 15 14:58:16 +0000 2014,#PreguntasWilly porque el fondo de tu canal es verde ?,37.9681873,-1.133913
@hadjer_bila,Tue Apr 15 14:58:31 +0000 2014,@xnashlyx you are welcome dear :) :),,
@AlexGelvez9,Tue Apr 15 14:58:36 +0000 2014,"""Quisiste todo, perdiste tanto""",38.014535200000005,-1.1738114
@emily_b_o,Tue Apr 15 14:59:09 +0000 2014,Hay dos tipos de personas: T y todos los dems,38.058704299999995,-1.2052638999999998
@Bienvenida_21,Tue Apr 15 14:59:15 +0000 2014,@DiegoNumber_One  vale vale jajajajaja,37.99393691,-1.14322814
@traaceur,Tue Apr 15 14:59:21 +0000 2014,@superlujo  tu foto de perfil esta guapisima eh,37.9787533,-1.179641
@moi6_oviedo,Tue Apr 15 14:59:21 +0000 2014,Ya estamos fresquitos!!!,38.0016249,-1.1040488000000002
@josefran_mf,Tue Apr 15 14:59:22 +0000 2014,Para la academiaa :((( #0Ganas,37.9424343,-1.1442139999999998
@celiaka_28,Tue Apr 15 14:59:41 +0000 2014,Que tardecita mas buena jejje,38.0135792,-1.1630886
@marybb1963,Tue Apr 15 14:59:47 +0000 2014,"@Kiko_Hernandez  dile a paz padilla qe va fatal con esas gafas, que se las quite porqe dan ganas de apagar la tele.",37.946644799999994,-1.1024828000000002
@AnaaCastellanos,Tue Apr 15 15:00:19 +0000 2014,"""@andreahidalros: La mas jefa de murcia @AnaaCastellanos"" jajajajajajajajajjajajajj la locaaaaa",38.0121063,-1.1665492
@Maria_Still_,Tue Apr 15 15:00:21 +0000 2014,"Al menos he salido de la casa, sos.",,
@MigueelFLopez,Tue Apr 15 15:00:27 +0000 2014,Vamos a comernos un platanico JAJAJA @carmenser2 http://t.co/LaBi7KXImQ,37.9562075,-1.22403
@NuRiAsAnChEz__,Tue Apr 15 15:00:30 +0000 2014,@JGzlezz vamos a ver a mi no se me cambian!!!! @PazDiazAbogada,38.0077652,-1.1296282
@aranchuubarba,Tue Apr 15 15:00:37 +0000 2014,"""@PaulaSwagxd: Estoy sola en mi casa #Dato""",38.009609000000005,-1.0897113999999999
@hadjer_bila,Tue Apr 15 15:00:41 +0000 2014,be you as you like not as what thay like,,
@MissOportunity,Tue Apr 15 15:00:45 +0000 2014,Ahora a quedar con los amigos.,37.9767531,-1.1208596000000002
@Carmen_Pastor25,Tue Apr 15 15:01:24 +0000 2014,"""@JovenTumblr: Tu manera de mentir es lamentable.""",38.0488392,-1.2092751
@NuRiAsAnChEz__,Tue Apr 15 15:01:30 +0000 2014,@JGzlezz schhhhhhh eso es secreto no????/// @PazDiazAbogada,38.0077652,-1.1296282
@leila_berami_L,Tue Apr 15 15:01:33 +0000 2014,Holitas ya estoy aqu amoressss,38.0116532,-1.1303718
@deboragalleg,Tue Apr 15 15:01:44 +0000 2014,Fiesta flamenca internacional. Os lo vais a perder?? http://t.co/uP1KnT6iWY,37.98794675,-1.20365723
@Viictoria204,Tue Apr 15 15:01:48 +0000 2014,Vamonoos. http://t.co/pwMG9EXAPd,37.9524172,-1.1305595
